
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 6 1992,,,Box Score,@,Orlando Magic,L,,100,110,0,1,L 1,
2,Sat Nov 7 1992,,,Box Score,,New Jersey Nets,W,,106,94,1,1,W 1,
3,Tue Nov 10 1992,,,Box Score,,Boston Celtics,W,,110,106,2,1,W 2,
4,Thu Nov 12 1992,,,Box Score,@,Detroit Pistons,L,,88,95,2,2,L 1,
5,Sat Nov 14 1992,,,Box Score,@,Charlotte Hornets,W,,104,95,3,2,W 1,
6,Tue Nov 17 1992,,,Box Score,,Golden State Warriors,L,,119,125,3,3,L 1,
7,Fri Nov 20 1992,,,Box Score,@,Philadelphia 76ers,L,3OT,128,129,3,4,L 2,
8,Sat Nov 21 1992,,,Box Score,,Charlotte Hornets,L,,111,123,3,5,L 3,
9,Tue Nov 24 1992,,,Box Score,@,Indiana Pacers,L,,82,114,3,6,L 4,
10,Wed Nov 25 1992,,,Box Score,,Indiana Pacers,W,,110,93,4,6,W 1,
11,Fri Nov 27 1992,,,Box Score,,Houston Rockets,L,,93,101,4,7,L 1,
12,Sat Nov 28 1992,,,Box Score,@,Atlanta Hawks,L,,100,112,4,8,L 2,
13,Wed Dec 2 1992,,,Box Score,@,Milwaukee Bucks,L,,97,100,4,9,L 3,
14,Fri Dec 4 1992,,,Box Score,@,Boston Celtics,L,,104,114,4,10,L 4,
15,Sat Dec 5 1992,,,Box Score,,New Jersey Nets,L,,104,111,4,11,L 5,
16,Tue Dec 8 1992,,,Box Score,@,Dallas Mavericks,W,,126,112,5,11,W 1,
17,Thu Dec 10 1992,,,Box Score,@,San Antonio Spurs,L,,91,101,5,12,L 1,
18,Sat Dec 12 1992,,,Box Score,,Phoenix Suns,L,,118,122,5,13,L 2,
19,Tue Dec 15 1992,,,Box Score,,Sacramento Kings,W,,106,98,6,13,W 1,
20,Fri Dec 18 1992,,,Box Score,,Atlanta Hawks,L,,100,108,6,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 19 1992,,,Box Score,@,New York Knicks,L,,87,91,6,15,L 2,
22,Mon Dec 21 1992,,,Box Score,@,Chicago Bulls,L,,82,86,6,16,L 3,
23,Wed Dec 23 1992,,,Box Score,,Utah Jazz,L,,86,92,6,17,L 4,
24,Sat Dec 26 1992,,,Box Score,,Orlando Magic,W,,106,100,7,17,W 1,
25,Mon Dec 28 1992,,,Box Score,,Los Angeles Lakers,W,,107,96,8,17,W 2,
26,Wed Dec 30 1992,,,Box Score,,Chicago Bulls,L,,100,105,8,18,L 1,
27,Sat Jan 2 1993,,,Box Score,@,Washington Bullets,L,,93,100,8,19,L 2,
28,Tue Jan 5 1993,,,Box Score,,Detroit Pistons,W,,89,83,9,19,W 1,
29,Thu Jan 7 1993,,,Box Score,@,Golden State Warriors,L,,105,119,9,20,L 1,
30,Sat Jan 9 1993,,,Box Score,@,Sacramento Kings,L,,94,108,9,21,L 2,
31,Sun Jan 10 1993,,,Box Score,@,Los Angeles Lakers,W,,101,89,10,21,W 1,
32,Tue Jan 12 1993,,,Box Score,@,Utah Jazz,L,2OT,122,125,10,22,L 1,
33,Thu Jan 14 1993,,,Box Score,@,Portland Trail Blazers,L,OT,93,104,10,23,L 2,
34,Fri Jan 15 1993,,,Box Score,@,Phoenix Suns,L,,99,107,10,24,L 3,
35,Wed Jan 20 1993,,,Box Score,,Philadelphia 76ers,L,OT,112,115,10,25,L 4,
36,Fri Jan 22 1993,,,Box Score,@,Orlando Magic,W,,110,104,11,25,W 1,
37,Sun Jan 24 1993,,,Box Score,,Dallas Mavericks,W,,122,106,12,25,W 2,
38,Tue Jan 26 1993,,,Box Score,@,Washington Bullets,L,OT,102,104,12,26,L 1,
39,Thu Jan 28 1993,,,Box Score,,Milwaukee Bucks,L,,87,109,12,27,L 2,
40,Sat Jan 30 1993,,,Box Score,,Cleveland Cavaliers,W,,98,95,13,27,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Feb 3 1993,,,Box Score,,Atlanta Hawks,W,,116,96,14,27,W 2,
42,Fri Feb 5 1993,,,Box Score,,New York Knicks,L,,105,108,14,28,L 1,
43,Sun Feb 7 1993,,,Box Score,@,New York Knicks,L,,82,104,14,29,L 2,
44,Tue Feb 9 1993,,,Box Score,@,Detroit Pistons,W,,106,105,15,29,W 1,
45,Wed Feb 10 1993,,,Box Score,@,Minnesota Timberwolves,W,,101,90,16,29,W 2,
46,Fri Feb 12 1993,,,Box Score,,Charlotte Hornets,L,,107,116,16,30,L 1,
47,Sun Feb 14 1993,,,Box Score,@,New Jersey Nets,L,OT,111,117,16,31,L 2,
48,Mon Feb 15 1993,,,Box Score,,Denver Nuggets,W,2OT,130,129,17,31,W 1,
49,Wed Feb 17 1993,,,Box Score,,Detroit Pistons,W,,111,107,18,31,W 2,
50,Tue Feb 23 1993,,,Box Score,@,Cleveland Cavaliers,L,,100,102,18,32,L 1,
51,Wed Feb 24 1993,,,Box Score,,Portland Trail Blazers,W,,102,91,19,32,W 1,
