
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Nov 2 1999,,,Box Score,,Seattle SuperSonics,L,,92,104,0,1,L 1,
2,Wed Nov 3 1999,,,Box Score,@,Portland Trail Blazers,L,,98,121,0,2,L 2,
3,Fri Nov 5 1999,,,Box Score,,Philadelphia 76ers,W,,91,81,1,2,W 1,
4,Mon Nov 8 1999,,,Box Score,,Utah Jazz,L,,79,94,1,3,L 1,
5,Wed Nov 10 1999,,,Box Score,,San Antonio Spurs,L,,94,99,1,4,L 2,
6,Sun Nov 14 1999,,,Box Score,@,Vancouver Grizzlies,L,,89,109,1,5,L 3,
7,Tue Nov 16 1999,,,Box Score,@,Milwaukee Bucks,L,,93,101,1,6,L 4,
8,Wed Nov 17 1999,,,Box Score,@,Minnesota Timberwolves,W,,89,85,2,6,W 1,
9,Fri Nov 19 1999,,,Box Score,@,Toronto Raptors,L,,100,106,2,7,L 1,
10,Sat Nov 20 1999,,,Box Score,@,Washington Wizards,W,,98,89,3,7,W 1,
11,Tue Nov 23 1999,,,Box Score,,New York Knicks,W,,100,95,4,7,W 2,
12,Fri Nov 26 1999,,,Box Score,@,Seattle SuperSonics,L,,93,98,4,8,L 1,
13,Sat Nov 27 1999,,,Box Score,,Portland Trail Blazers,L,,71,88,4,9,L 2,
14,Tue Nov 30 1999,,,Box Score,,Phoenix Suns,L,,80,94,4,10,L 3,
15,Thu Dec 2 1999,,,Box Score,,Houston Rockets,L,,96,109,4,11,L 4,
16,Sat Dec 4 1999,,,Box Score,,Seattle SuperSonics,L,,89,102,4,12,L 5,
17,Mon Dec 6 1999,,,Box Score,,Miami Heat,L,,91,99,4,13,L 6,
18,Wed Dec 8 1999,,,Box Score,@,Atlanta Hawks,L,,81,99,4,14,L 7,
19,Fri Dec 10 1999,,,Box Score,@,Detroit Pistons,L,,83,107,4,15,L 8,
20,Sat Dec 11 1999,,,Box Score,@,Indiana Pacers,L,,90,108,4,16,L 9,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 13 1999,,,Box Score,,Vancouver Grizzlies,W,,102,90,5,16,W 1,
22,Tue Dec 14 1999,,,Box Score,@,Los Angeles Lakers,L,,68,95,5,17,L 1,
23,Fri Dec 17 1999,,,Box Score,,Golden State Warriors,W,,92,91,6,17,W 1,
24,Sun Dec 19 1999,,,Box Score,@,Vancouver Grizzlies,L,,84,85,6,18,L 1,
25,Wed Dec 22 1999,,,Box Score,@,Golden State Warriors,W,,103,99,7,18,W 1,
26,Thu Dec 23 1999,,,Box Score,,Sacramento Kings,W,,97,91,8,18,W 2,
27,Sun Dec 26 1999,,,Box Score,,Boston Celtics,W,,103,100,9,18,W 3,
28,Tue Dec 28 1999,,,Box Score,@,Denver Nuggets,L,,105,128,9,19,L 1,
29,Thu Dec 30 1999,,,Box Score,@,Houston Rockets,L,,100,122,9,20,L 2,
30,Tue Jan 4 2000,,,Box Score,,Los Angeles Lakers,L,,98,122,9,21,L 3,
31,Wed Jan 5 2000,,,Box Score,@,Los Angeles Lakers,L,,101,118,9,22,L 4,
32,Sat Jan 8 2000,,,Box Score,,Indiana Pacers,W,,107,94,10,22,W 1,
33,Mon Jan 10 2000,,,Box Score,@,Cleveland Cavaliers,L,,106,111,10,23,L 1,
34,Wed Jan 12 2000,,,Box Score,@,Boston Celtics,L,,88,95,10,24,L 2,
35,Thu Jan 13 2000,,,Box Score,@,New Jersey Nets,L,,105,110,10,25,L 3,
36,Sat Jan 15 2000,,,Box Score,@,Utah Jazz,L,,75,112,10,26,L 4,
37,Mon Jan 17 2000,,,Box Score,,San Antonio Spurs,L,,93,99,10,27,L 5,
38,Tue Jan 18 2000,,,Box Score,@,Sacramento Kings,L,,98,104,10,28,L 6,
39,Fri Jan 21 2000,,,Box Score,,Minnesota Timberwolves,L,,89,95,10,29,L 7,
40,Sun Jan 23 2000,,,Box Score,,Orlando Magic,L,,89,102,10,30,L 8,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Jan 25 2000,,,Box Score,@,San Antonio Spurs,L,,82,105,10,31,L 9,
42,Thu Jan 27 2000,,,Box Score,@,Dallas Mavericks,L,,90,99,10,32,L 10,
43,Sat Jan 29 2000,,,Box Score,,New Jersey Nets,W,,98,93,11,32,W 1,
44,Tue Feb 1 2000,,,Box Score,,Golden State Warriors,L,,76,107,11,33,L 1,
45,Wed Feb 2 2000,,,Box Score,@,Phoenix Suns,L,,68,114,11,34,L 2,
46,Sat Feb 5 2000,,,Box Score,,Dallas Mavericks,L,,106,119,11,35,L 3,
47,Sun Feb 6 2000,,,Box Score,,Chicago Bulls,L,,90,100,11,36,L 4,
48,Wed Feb 9 2000,,,Box Score,@,Portland Trail Blazers,L,,100,107,11,37,L 5,
49,Thu Feb 10 2000,,,Box Score,,Vancouver Grizzlies,L,,90,112,11,38,L 6,
50,Tue Feb 15 2000,,,Box Score,@,Miami Heat,L,,88,107,11,39,L 7,
51,Wed Feb 16 2000,,,Box Score,@,Orlando Magic,L,,96,129,11,40,L 8,
52,Fri Feb 18 2000,,,Box Score,@,Charlotte Hornets,L,,87,115,11,41,L 9,
53,Sat Feb 19 2000,,,Box Score,@,Chicago Bulls,L,,72,74,11,42,L 10,
54,Mon Feb 21 2000,,,Box Score,@,New York Knicks,L,,76,87,11,43,L 11,
55,Wed Feb 23 2000,,,Box Score,@,Philadelphia 76ers,L,,78,94,11,44,L 12,
56,Thu Feb 24 2000,,,Box Score,@,Minnesota Timberwolves,L,,91,116,11,45,L 13,
57,Sat Feb 26 2000,,,Box Score,,Atlanta Hawks,W,,78,77,12,45,W 1,
58,Mon Feb 28 2000,,,Box Score,,Houston Rockets,L,,77,96,12,46,L 1,
59,Sat Mar 4 2000,,,Box Score,,Cleveland Cavaliers,L,,99,109,12,47,L 2,
60,Mon Mar 6 2000,,,Box Score,,Los Angeles Lakers,L,,103,123,12,48,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Wed Mar 8 2000,,,Box Score,,Toronto Raptors,L,,94,95,12,49,L 4,
62,Fri Mar 10 2000,,,Box Score,,Charlotte Hornets,L,,101,118,12,50,L 5,
63,Sun Mar 12 2000,,,Box Score,@,Golden State Warriors,W,,112,103,13,50,W 1,
64,Tue Mar 14 2000,,,Box Score,,Denver Nuggets,W,,110,106,14,50,W 2,
65,Wed Mar 15 2000,,,Box Score,@,Sacramento Kings,L,,78,98,14,51,L 1,
66,Fri Mar 17 2000,,,Box Score,@,Denver Nuggets,L,,87,114,14,52,L 2,
67,Sat Mar 18 2000,,,Box Score,,Sacramento Kings,L,,83,104,14,53,L 3,
68,Mon Mar 20 2000,,,Box Score,,Washington Wizards,L,,93,105,14,54,L 4,
69,Wed Mar 22 2000,,,Box Score,@,San Antonio Spurs,L,,78,103,14,55,L 5,
70,Thu Mar 23 2000,,,Box Score,@,Houston Rockets,L,,95,110,14,56,L 6,
71,Sat Mar 25 2000,,,Box Score,,Detroit Pistons,L,,107,126,14,57,L 7,
72,Tue Mar 28 2000,,,Box Score,,Dallas Mavericks,L,,102,112,14,58,L 8,
73,Thu Mar 30 2000,,,Box Score,,Milwaukee Bucks,L,,85,104,14,59,L 9,
74,Tue Apr 4 2000,,,Box Score,,Utah Jazz,L,,93,103,14,60,L 10,
75,Thu Apr 6 2000,,,Box Score,,Minnesota Timberwolves,L,,90,112,14,61,L 11,
76,Sat Apr 8 2000,,,Box Score,@,Dallas Mavericks,L,,96,98,14,62,L 12,
77,Tue Apr 11 2000,,,Box Score,,Phoenix Suns,L,,88,95,14,63,L 13,
78,Wed Apr 12 2000,,,Box Score,@,Utah Jazz,L,,93,102,14,64,L 14,
79,Fri Apr 14 2000,,,Box Score,@,Phoenix Suns,L,,88,112,14,65,L 15,
80,Sat Apr 15 2000,,,Box Score,,Denver Nuggets,L,OT,114,115,14,66,L 16,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Tue Apr 18 2000,,,Box Score,,Portland Trail Blazers,L,,100,116,14,67,L 17,
82,Wed Apr 19 2000,,,Box Score,@,Seattle SuperSonics,W,,114,106,15,67,W 1,
